147,,-10 Solution was not recursive,9:21:18
147,0,-10 Solution was not recursive,9:21:20
167,,-10 Solution was not recursive,9:21:25
167,0,-10 Solution was not recursive,9:21:28
24,,-10 Solution was not recursive,9:21:30
24,0,-10 Solution was not recursive,9:21:32
1,10,,9:26:57
101,10,,9:26:57
103,10,,9:26:57
109,10,,9:26:57
11,10,,9:26:57
119,10,,9:26:57
120,10,,9:26:57
123,10,,9:26:57
126,10,,9:26:57
127,10,,9:26:57
128,10,,9:26:57
129,10,,9:26:57
130,10,,9:26:57
136,10,,9:26:57
139,10,,9:26:57
140,10,,9:26:57
144,10,,9:26:57
146,10,,9:26:57
148,10,,9:26:57
150,10,,9:26:57
155,10,,9:26:57
156,10,,9:26:57
159,10,,9:26:57
161,10,,9:26:57
168,10,,9:26:57
17,10,,9:26:57
172,10,,9:26:57
174,10,,9:26:57
175,10,,9:26:57
179,10,,9:26:57
18,10,,9:26:57
181,10,,9:26:57
184,10,,9:26:57
188,10,,9:26:57
19,10,,9:26:57
190,10,,9:26:57
23,10,,9:26:57
28,10,,9:26:57
29,10,,9:26:57
35,10,,9:26:57
39,10,,9:26:57
42,10,,9:26:57
45,10,,9:26:57
49,10,,9:26:57
50,10,,9:26:57
56,10,,9:26:57
65,10,,9:26:57
67,10,,9:26:57
7,10,,9:26:57
70,10,,9:26:57
71,10,,9:26:57
72,10,,9:26:57
74,10,,9:26:57
78,10,,9:26:57
79,10,,9:26:57
8,10,,9:26:57
80,10,,9:26:57
81,10,,9:26:57
82,10,,9:26:57
83,10,,9:26:57
84,10,,9:26:57
87,10,,9:26:57
89,10,,9:26:57
92,10,,9:26:57
10,10,,9:27:15
106,10,,9:27:15
116,10,,9:27:15
125,10,,9:27:15
13,10,,9:27:15
135,10,,9:27:15
138,10,,9:27:15
14,10,,9:27:15
143,10,,9:27:15
15,10,,9:27:15
152,10,,9:27:15
178,10,,9:27:15
187,10,,9:27:15
191,10,,9:27:15
193,10,,9:27:15
21,10,,9:27:15
26,10,,9:27:15
27,10,,9:27:15
3,10,,9:27:15
36,10,,9:27:15
41,10,,9:27:15
44,10,,9:27:15
5,10,,9:27:15
51,10,,9:27:15
57,10,,9:27:15
58,10,,9:27:15
59,10,,9:27:15
60,10,,9:27:15
61,10,,9:27:15
76,10,,9:27:15
77,10,,9:27:15
9,10,,9:27:15
93,10,,9:27:15
94,10,,9:27:15
97,10,,9:27:15
102,10,,9:27:22
105,10,,9:27:28
107,,-10 Solution was not recursive,9:27:34
107,0,-10 Solution was not recursive,9:27:36
108,10,,9:27:44
110,10,,9:29:29
186,10,,9:29:29
66,10,,9:29:29
73,10,,9:29:29
111,10,,9:29:30
112,,-10 Solution was not recursive,9:29:30
75,,-10 Solution was not recursive,9:29:30
112,0,-10 Solution was not recursive,9:29:30
75,0,-10 Solution was not recursive,9:29:30
113,,-1 exp = 2 is not a base case,9:29:42
113,9,-1 exp = 2 is not a base case,9:29:43
114,10,,9:29:52
115,10,,9:31:14
124,10,,9:31:14
142,10,,9:31:14
153,10,,9:31:14
154,10,,9:31:14
177,10,,9:31:14
182,10,,9:31:14
30,10,,9:31:14
32,10,,9:31:14
37,10,,9:31:14
38,10,,9:31:14
4,10,,9:31:14
47,10,,9:31:14
69,10,,9:31:14
54,10,,9:31:14
117,10,,9:31:14
118,10,,9:31:14
99,10,,9:31:14
12,10,,9:31:14
121,10,,9:31:14
157,10,,9:31:14
162,10,,9:31:14
163,10,,9:31:14
165,10,,9:31:14
192,10,,9:31:14
2,10,,9:31:14
33,10,,9:31:14
46,10,,9:31:14
68,10,,9:31:14
85,10,,9:31:14
88,10,,9:31:14
90,10,,9:31:14
91,10,,9:31:14
95,10,,9:31:14
96,10,,9:31:14
12,,,9:31:14
12,10,,9:32:28
122,10,,9:32:44
134,10,,9:32:44
98,10,,9:32:44
131,10,,9:32:51
55,10,,9:32:51
132,10,,9:32:57
164,10,,9:32:57
137,10,,9:33:56
141,10,,9:34:6
149,10,,9:34:13
40,10,,9:34:13
151,10,,9:34:17
16,10,,9:34:23
160,10,,9:34:26
166,,-1 Hardcoded solution for base =1,9:35:49
166,9,-1 Hardcoded solution for base =1,9:35:51
169,10,,9:36:1
170,10,,9:36:6
171,10,,9:36:13
173,10,,9:36:25
176,10,,9:36:29
53,10,,9:36:29
180,10,,9:41:42
183,10,,9:41:42
185,10,,9:41:42
189,,-1 Hardcoded solution for base =0,9:41:42
189,8,-1 Hardcoded solution for base =0,9:41:42
189,9,-1 Hardcoded solution for base =0,9:41:42
22,10,,9:41:42
25,,-10 Solution was not recursive,9:41:42
25,0,-10 Solution was not recursive,9:41:42
31,10,,9:41:42
52,10,,9:41:42
34,10,,9:41:42
43,19,,9:41:42
43,10,,9:41:42
48,-5,,9:41:59
48,,,9:42:4
48,,-3 You shouldn't change the spec,9:43:23
48,7,-3 You shouldn't change the spec,9:43:24
6,10,,9:44:11
63,10,,9:44:16
64,,-1 Hardcoded solution for base =0,9:44:24
64,,-1 Hardcoded solution for base =0; -1 Your code does not return the right result for base = 0,9:45:30
64,8,-1 Hardcoded solution for base =0; -1 Your code does not return the right result for base = 0,9:45:32
86,10,,9:45:51
